ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Meta: title,Meta: description,Meta: keywords,_yoast_wpseo_title,_yoast_wpseo_metadesc,_yoast_wpseo_focuskw,Meta: _yoast_wpseo_metadesc,Brands
,simple,F03659,Gate Lock Square Tyson (N294),1,,visible,,,,,taxable,,1,153,3,0,0,,,,,1,,,75.59,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03658,Gate Lock Tyson Cylinder (N296),1,,visible,,,,,taxable,,1,16,3,0,0,,,,,1,,,154.48,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03650,Padlock Insurance 80MM (H337),1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,108.67,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03673,Sand Paper Roll 30CM x 100CM 60 Grit,1,,visible,,,,,taxable,,1,53,3,0,0,,,,,1,,,21.73,"All Products, Hardware, Hardware > Abrasives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03674,Sand Paper Roll 30CM x 100CM 80 Grit,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,21.73,"All Products, Hardware, Hardware > Abrasives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03672,Sand Paper Roll 30CM x 100CM 100 Grit,1,,visible,,,,,taxable,,1,213,3,0,0,,,,,1,,,21.73,"All Products, Hardware, Hardware > Abrasives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03675,Sand Paper Sheet Loose 30CM x 20CM 60 Grit,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,4.81,"All Products, Hardware, Hardware > Abrasives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F03676,Sand Paper Sheet Loose 30CM x 20CM 80 Grit,1,,visible,,,,,taxable,,1,2467,3,0,0,,,,,1,,,4.81,"All Products, Hardware, Hardware > Abrasives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F03677,Sand Paper Sheet Loose 30CM x 20CM 100 Grit,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,4.81,"All Products, Hardware, Hardware > Abrasives",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F01029,Fancy Cylinder Lockset,1,,visible,,,,,taxable,,1,308,3,0,0,,,,,1,,,207.61,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F01030,Fancy Cylinder Lockset,1,,visible,,,,,taxable,,1,309,3,0,0,,,,,1,,,207.61,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F01031,Fancy Cylinder Lockset,1,,visible,,,,,taxable,,1,389,3,0,0,,,,,1,,,207.61,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F01032,Fancy Cylinder Lockset,1,,visible,,,,,taxable,,1,239,3,0,0,,,,,1,,,207.61,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F01033,Cylinder Lockset,1,,visible,,,,,taxable,,1,307,3,0,0,,,,,1,,,207.61,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F01034,Cylinder Lockset,1,,visible,,,,,taxable,,1,333,3,0,0,,,,,1,,,207.61,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F00969,Ski Ropes Nylon 10MM x 10M,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,32.12,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F00973,Ski Ropes Nylon 5MM x 10M,1,,visible,,,,,taxable,,1,50,3,0,0,,,,,1,,,11.19,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F00971,Ski Ropes Nylon 12MM x 10M,1,,visible,,,,,taxable,,1,12,3,0,0,,,,,1,,,30.99,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F00975,Ski Ropes Nylon 5MM x 20M,1,,visible,,,,,taxable,,1,21,3,0,0,,,,,1,,,19.24,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F00972,Ski Ropes Nylon 12MM x 20M,1,,visible,,,,,taxable,,1,5,3,0,0,,,,,1,,,55.54,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F02820,Ratchet Tie Down Single 4.5M x 2.5CM 350-700KG,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,106.26,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F02821,Ratchet Tie Down 2 Pcs Set 5M x 2.5CM 250-500KG,1,,visible,,,,,taxable,,1,1,3,0,0,,,,,1,,,180.32,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03164,Ratchet Tie Down 2 Pcs Set 5M x 2.5CM 800KG,1,,visible,,,,,taxable,,1,364,3,0,0,,,,,1,,,207.69,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F02218,Ratchet Tie Down Domestic / Light Commercial 10M x 5CM,1,,visible,,,,,taxable,,1,325,3,0,0,,,,,1,,,288.19,"All Products, Hardware, Hardware > Lighting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03201,Fancy Mortice Lockset 3 Lever,1,,visible,,,,,taxable,,1,469,3,0,0,,,,,1,,,160.92,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03203,Fancy Mortice Lockset 3 Lever,1,,visible,,,,,taxable,,1,457,3,0,0,,,,,1,,,160.92,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03207,Fancy Mortice Lockset 3 Lever,1,,visible,,,,,taxable,,1,710,3,0,0,,,,,1,,,160.92,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03208,Fancy Mortice Lockset 3 Lever,1,,visible,,,,,taxable,,1,819,3,0,0,,,,,1,,,160.92,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03209,Fancy Mortice Lockset 3 Lever,1,,visible,,,,,taxable,,1,609,3,0,0,,,,,1,,,160.92,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03210,Fancy Mortice Lockset 3 Lever,1,,visible,,,,,taxable,,1,476,3,0,0,,,,,1,,,160.92,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03213,Fancy Mortice Lockset 3 Lever,1,,visible,,,,,taxable,,1,442,3,0,0,,,,,1,,,160.92,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03211,Fancy Mortice Lockset 3 Lever,1,,visible,,,,,taxable,,1,740,3,0,0,,,,,1,,,160.92,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03197,Fancy Mortice Lockset 3 Lever,1,,visible,,,,,taxable,,1,584,3,0,0,,,,,1,,,160.92,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03198,Fancy Mortice Lockset 3 Lever,1,,visible,,,,,taxable,,1,577,3,0,0,,,,,1,,,160.92,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03199,Fancy Mortice Lockset 3 Lever,1,,visible,,,,,taxable,,1,672,3,0,0,,,,,1,,,160.92,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03200,Fancy Mortice Lockset 3 Lever,1,,visible,,,,,taxable,,1,537,3,0,0,,,,,1,,,160.92,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F01197,CAMP CHAIR 16MM TUBE NORMAL,1,,visible,,,,,taxable,,1,2020,3,0,0,,,,,1,,,202.78,"All Products, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F02545,CAMP CHAIR DELUX 19MM TUBE,1,,visible,,,,,taxable,,1,193,3,0,0,,,,,1,,,370.22,"All Products, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F02558,HIGH REST PADED CAMP CHAIR,1,,visible,,,,,taxable,,1,113,3,0,0,,,,,1,,,400.89,"All Products, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F03077,DIRECTORS CHAIR + TABLE MEDIUM,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,384.79,"All Products, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F02547,DIRECTORS CHAIR + TABLE HEAVY DUTY,1,,visible,,,,,taxable,,1,56,3,0,0,,,,,1,,,626.29,"All Products, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F03078,CAMP CHAIR WITH SHADE COVER,1,,visible,,,,,taxable,,1,16,3,0,0,,,,,1,,,465.29,"All Products, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F02559,SUPER DELUX MASTER CAMPER 22MM TUBE,1,,visible,,,,,taxable,,1,83,3,0,0,,,,,1,,,674.59,"All Products, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F03387,BRAAI STAND PORTABLE / FOLDABLE 600 x 220 x 320MM,1,,visible,,,,,taxable,,1,74,3,0,0,,,,,1,,,257.52,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F03886,BRAAI UTENSIL SET 4PIECE,1,,visible,,,,,taxable,,1,5,3,0,0,,,,,1,,,249.55,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F03885,BRAAI STAND LARGE FANCY FOLDABLE 750 x 170 x 340MM,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,299.0,"All Products, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F01718,LIGHT BLUE FOLDING TABLE,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,658.49,"All Products, Hardware, Hardware > Lighting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F02727,BLACK FOLDING TABLE,1,,visible,,,,,taxable,,1,95,3,0,0,,,,,1,,,771.19,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F01913,"Georgian Locksets 6"" Chrome",1,,visible,,,,,taxable,,1,378,3,0,0,,,,,1,,,120.67,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F01915,"Georgian Locksets 6"" Brass",1,,visible,,,,,taxable,,1,36,3,0,0,,,,,1,,,128.72,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F01914,"Georgian Locksets 8"" Chrome",1,,visible,,,,,taxable,,1,906,3,0,0,,,,,1,,,125.5,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F01916,"Georgian Locksets 8"" Brass",1,,visible,,,,,taxable,,1,44,3,0,0,,,,,1,,,131.94,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03202,Fancy Mortice Locksets 3 Lever,1,,visible,,,,,taxable,,1,506,3,0,0,,,,,1,,,144.82,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03204,Fancy Mortice Locksets 3 Lever,1,,visible,,,,,taxable,,1,555,3,0,0,,,,,1,,,144.82,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03205,Fancy Mortice Locksets 3 Lever,1,,visible,,,,,taxable,,1,385,3,0,0,,,,,1,,,144.82,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03206,Fancy Mortice Locksets 3 Lever,1,,visible,,,,,taxable,,1,515,3,0,0,,,,,1,,,144.82,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03214,Fancy Mortice Locksets 3 Lever,1,,visible,,,,,taxable,,1,97,3,0,0,,,,,1,,,144.82,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03212,Fancy Mortice Locksets 3 Lever,1,,visible,,,,,taxable,,1,268,3,0,0,,,,,1,,,144.82,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03215,Fancy Mortice Locksets 3 Lever,1,,visible,,,,,taxable,,1,50,3,0,0,,,,,1,,,144.82,"All Products, Hardware, Hardware > Locks & Security, Homeware, Homeware > Appliances, Homeware > Appliances > Small Appliances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03300,Hose Pipe Fitting (Tap Adaptor) Male Normal Quality,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,10.61,"All Products, Hardware, Hardware > Electrical, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03306,Hose Pipe Fitting (Tap Adaptor) Male Heavy Duty,1,,visible,,,,,taxable,,1,1118,3,0,0,,,,,1,,,12.8,"All Products, Hardware, Hardware > Electrical, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F02025,Hose Pipe Nozzle 12MM Normal Quality,1,,visible,,,,,taxable,,1,32,3,0,0,,,,,1,,,33.0,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03305,Hose Pipe Nozzle 12MM Heavy Duty,1,,visible,,,,,taxable,,1,1497,3,0,0,,,,,1,,,22.46,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03297,Hose Pipe Fitting Set 4PCE Normal Quality 12MM,1,,visible,,,,,taxable,,1,660,3,0,0,,,,,1,,,31.86,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03298,Hose Pipe Fitting Set 4PCE Normal Quality 20MM,1,,visible,,,,,taxable,,1,3,3,0,0,,,,,1,,,35.34,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03307,Hose Pipe Connector Female H/Duty 12MM,1,,visible,,,,,taxable,,1,1575,3,0,0,,,,,1,,,19.24,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03308,Hose Pipe Connector Female H/Duty 20MM,1,,visible,,,,,taxable,,1,27,3,0,0,,,,,1,,,20.85,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03301,Hose Pipe Connector Female 12MM,1,,visible,,,,,taxable,,1,142,3,0,0,,,,,1,,,15.28,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03302,Hose Pipe Connector Female 20MM,1,,visible,,,,,taxable,,1,2,3,0,0,,,,,1,,,16.08,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03303,Hose Pipe Fitting Set 4PCE H/Duty 12MM,1,,visible,,,,,taxable,,1,1823,3,0,0,,,,,1,,,45.0,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03304,Hose Pipe Fitting Set 4PCE H/Duty 20MM,1,,visible,,,,,taxable,,1,333,3,0,0,,,,,1,,,51.44,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03310,Expandable Hose 30M With ABS 7 Function Spray Gun,1,,visible,,,,,taxable,,1,183,3,0,0,,,,,1,,,626.29,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F03600,Hosepipe PVC Clear 8MM x 30M,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,85.25,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03601,Hosepipe PVC Clear 10MM x 30M,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,104.57,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03602,Hosepipe PVC Clear 12MM x 30M,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,175.49,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03295,Hosepipe + Fittings 12MM x 15M,1,,visible,,,,,taxable,,1,149,3,0,0,,,,,1,,,122.28,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03296,Hosepipe + Fittings 20MM x 20M,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,257.52,"All Products, Hardware, Hardware > Garden & Outdoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03222,Lock Body SABS Blister 2 Lever,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,56.27,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03223,Lock Body Contractors 3 Lever,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,68.42,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03216,Mortice Locksets 2 Lever Chrome,1,,visible,,,,,taxable,,1,1535,3,0,0,,,,,1,,,64.32,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03217,Mortice Locksets 2 Lever Brass,1,,visible,,,,,taxable,,1,1,3,0,0,,,,,1,,,78.81,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03218,Mortice Locksets 2 Lever Contractors SABS Chrome,1,,visible,,,,,taxable,,1,3027,3,0,0,,,,,1,,,91.69,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03219,Mortice Locksets 2 Lever Contractors SABS Chrome,1,,visible,,,,,taxable,,1,292,3,0,0,,,,,1,,,94.91,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03220,Cylinder Locksets Chrome,1,,visible,,,,,taxable,,1,549,3,0,0,,,,,1,,,120.67,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03221,Cylinder Locksets Brass,1,,visible,,,,,taxable,,1,157,3,0,0,,,,,1,,,127.11,"All Products, Hardware, Hardware > Locks & Security",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03708,Awning (Alco) Brown Hollow 1 x 1.2M,1,,visible,,,,,taxable,,1,132,3,0,0,,,,,1,,,658.49,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F03709,Awning (Alco) Brown Hollow 1 x 1.5M,1,,visible,,,,,taxable,,1,90,3,0,0,,,,,1,,,722.89,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALCO
,simple,F01059,Roofing Screws 90mm With Bonded Washer,1,,visible,,,,,taxable,,1,1,3,0,0,,,,,1,,,433.09,"All Products, Hardware, Hardware > Fasteners",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F03292,Roof Tile Underlay Membrane 1.5M x 30M,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,368.69,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F02517,Roof Tile Underlay Membrane Master Empire Roofing 1.5M x 30M SABS Approved,1,,visible,,,,,taxable,,1,51,3,0,0,,,,,1,,,352.59,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empire Roofing
,simple,F02714,Roof Tile Underlay Membrane 1.5M x 30M NHBRC Approved,1,,visible,,,,,taxable,,1,5,3,0,0,,,,,1,,,433.09,"All Products, Hardware, Hardware > Building Materials",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F02703,Wall Bracket Razor & Barbed Wire 750mm Crank,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,88.55,"All Products, Hardware, Hardware > Electrical, Homeware, Homeware > Storage & Organisation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,F02756,Roofing Foil 30M x 1.5M Single Sided,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,1207.5,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spunsulation
,simple,F02757,Roofing Foil 30M x 1.5M Double Sided,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,1368.5,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spunsulation
,simple,IMP-0365,Grapnel Interior/Exterior Wood Glue,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,,"All Products, Hardware, Hardware > Adhesives & Sealants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grapnel
,simple,IMP-0366,Grapnel Roofer,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,,"All Products, Hardware, Hardware > Adhesives & Sealants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grapnel
,simple,IMP-0367,Grapnel PVC Weld 200ml,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,,"All Products, Hardware, Hardware > Adhesives & Sealants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grapnel
,simple,IMP-0368,"Olive Range Roof, Stoep & Pave Coat Grey",1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,,"All Products, Hardware",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olive Range
,simple,IMP-0369,APCol Multi-Purpose White Putty Interior/Exterior,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,,"All Products, Hardware, Hardware > Painting & Decorating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APCol
,simple,IMP-0370,Glazing Putty for Steel Windows,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,,"All Products, Hardware, Hardware > Painting & Decorating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impulse
,simple,IMP-0371,Grapnel Carpet & Vinyl Adhesive,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,,"All Products, Hardware, Hardware > Adhesives & Sealants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grapnel
,simple,IMP-0372,Grapnel Cornice Adhesive Premium Quality,1,,visible,,,,,taxable,,1,10,3,0,0,,,,,1,,,,"All Products, Hardware, Hardware > Adhesives & Sealants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grapnel
